case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
CV-094306-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9djyEHy3v/i8Hao2iK_PLUS_YGQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094310-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pcrFTuN8cazcQvGwADz4wg==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094313-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BQBsrgelgKRIX9GRh/CNmw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094327-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8DKDEUEltxn8h1R3XbewfQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094377-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mP/2ThyQXiMmydM3GkcVjg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094381-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=10_PLUS_TCewMZUcNv1j3AcuPnw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094437-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=hNwNFOmC3CrGUJECD4sG3g==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-094441-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tTJEx87Ed/AWCLGSn6Ly8A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-096631-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nK1s1tf4/vm_PLUS_whJFS/i4PQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-096654-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9fuoF1VLM4MXlyyiGJz5MA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-096661-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_J3jIkgqg8fcPBwW2WooVw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-096663-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=b0NMitHm/lOwQTi4mtgMyw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-097053-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aLrDERmeGywiEOny3iQkkA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-097350-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=uJeief16Gp0w1z2Vi66qZQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-112595-06/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=r2C9i39NPO6egjimx1jw0A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-113481-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4NjOIdCTfBpzau0_PLUS_niuqzA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=5,1,0
CV-113483-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4/E8kZdyOl0Bc4d38yMVsA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-113508-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=E/tGlAbd4y02wlJOZhwy6A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-113509-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3OrKeiK4CDY/W1d0J5_PLUS_PDg==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-116644-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nJx3a22zmlrO8LTBSO1Pmw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-116649-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VNzrC465mch0Xkb_PLUS_loFuzg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-116658-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=08Rkp9lYMcGlpY0d9qFeEg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-125126-09/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=i5O1wdPvIcdovr0JPqMyZw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-135638-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qV2OSk47y9gnb2tJBezNrg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-135641-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xcbfau4nhaqz4enUe2IpOg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-135644-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HSP4gvEy9SHd7rtMBWWJWw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-141227-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5dxRmLX7y4ks9XkbaS1XRw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-141228-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pykDvKHNynDKv6zZCWUL3Q==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143112-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aiVswM6O8zUDCZGz96nb1Q==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143119-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PZLhrxmYxNhbVx459BysYw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143120-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AnRHUEA/rHfZ90mEAo8xCw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143123-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8hEYspr9JyT_PLUS_ONy4qE7ywQ==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143150-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=selxLXt3Ms5BPW_PLUS_/ln4JvA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143155-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=F2T5ICShPAyOWYK2Q1MOzA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143178-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3tRmQAWhOgzsSWrNaZIVAw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143203-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=uMRyAzsG0oJUFiQngjomfA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143225-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fXH5OrChpsay0ui2qeBM0w==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143250-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=SMCxN3NftOc1Rhd5y7GA1A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-143262-08/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dgvGtEM3G1DblWsU6L10mg==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-146794-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bz1si7iWGq6YgSALvXgN4Q==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-146801-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mZQBZeNUXN0QzO8P2EwqwA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=6,1,0
CV-146814-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nJWoaWibYkwlUw0V2kFeqg==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-152977-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=77I4BySlIpDUpS9yMkC3iw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-152979-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pZfnxxFr7/BmsrhFeE59bQ==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-152988-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xUMBGQjOgbtBMKjDGkydkw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-152997-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aAfEyB4dLUqce_PLUS_1Pd_PLUS_8T/w==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-152998-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vowW6jZW2YjR42mIN42qnw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-153113-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MrLBPKoklFasF_PLUS_TSzh8qEg==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-153119-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=E5qSE7cbTQ1AGUP2kMUX7A==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-153121-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tc9z5aa2BDucKjiwH9FEnw==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-153125-07/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=j6EzzKi4X/Z70OKUA/2yIA==&display=all&courtType=Kings County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-153846-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=8I7HqvHSFDTdNhWNq0bLLw==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-158725-06/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9EoXE0RU/QVG//8IwVM/1A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-160919-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ASw5ggQcVeSRIRT/qRiC7A==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-160947-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=av8VwCMMx44yx6Qj5RAFvA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-160960-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GKj4sIaqQpI0JXMkr8PJOg==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
CV-161075-07/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=V39pHDGqM/7KHDfqmu6GCA==&display=all&courtType=Queens County Civil Court - Civil Division&resultsPageNum=7,1,0
152782/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bNFFuS3uSb1R3m9bG4ztVA==&display=all&courtType=Richmond County Supreme Court&resultsPageNum=3,40,0
2018-50583,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qRVqFi2YM7w5oe_PLUS_jol9cdg==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=6,62,0
600653/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=R_PLUS_i6efngsQ6GIoG9ew/Sqg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,66,0
54166/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=xNjzbB2yIeCIFC4aig5SLQ==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=1,52,0
605982/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=asA_PLUS_TOQ/Lr8N_PLUS_mjmzg1f/g==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,8,0
611006/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ot/CmjKv1FJsmqUzZihYuw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,4,0
153724/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ryBlGd64rWoSVsRL6NClmA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,69,0
156133/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9lutR5rPjHl7AZRuImV1qA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,105,0
160580/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GhfDIQmJukkPDNhk1ojTfA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,603,0
161069/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/Fe8jLJC6p1fD87CWKI1Og==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,33,0
162101/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vA_PLUS_R7ylQDV/kpp4F_PLUS_GXbdQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,4,0
501874/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=bQOq/2hijBEicC1/ocxYzg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,118,0
504710/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=v12gQ4UWaH3c9/iuDF7t4A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,52,0
526573/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5K7krLOWPa0Jq/Z7kZ0o0A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,46,0
607072/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=b73wRxgluq2sRQw5mQOZDQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,578,0
651806/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mif569lW37vMRXIB09BNkA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,9,0
652165/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=G/fXZVDqA9/QqtKDV0X32w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,32,0
54943/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VexEqyQZQEtfVQpm391OMg==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=1,6,0
55273/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=r0XOQtMHTYF7kkcUqsv9Uw==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=1,5,0
606153/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=EnahgXcppsGLQRZjX/oBxg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,57,0
165732/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=W5PDdSzY1Sg8jqhrIBKwqw==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,8,0
514200/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RUMsRvUaJLIIWhFDpIIvjA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,52,0
525667/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Ws63S_PLUS_jqNtbHLHPucfBTZg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,8,0
700726/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LI9qV7y7UO9y8V4tJdcYNA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,35,0
616906/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4px3B3z7IYnJWrQo9LDvsw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,5,0
701198/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TzNVCw0_PLUS_bq5Dm69cdgAfKA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,81,0
701914/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CUjMtozixIJfP8psIhziTg==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,323,0
EFC-2022-1099,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9q_PLUS_JQK4VjmQxB29IfHMlHg==&display=all&courtType=Oswego County Supreme Court&resultsPageNum=1,8,0
653704/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=l1WSWIWfVa7rfHmQjafaaQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,114,0
655783/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MP56w2QWFtXY9wKdksP8xg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,2,0
064813/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nHlSq2el762bp111jjh7Bg==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,33,0
090092/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=sD/4kOVIgx_PLUS_m4Vaz9MFVlA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,2,0
129457-2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=plF_PLUS_0jr4nHtK_PLUS_NNQINJdSQ==&display=all&courtType=Ontario County Supreme Court&resultsPageNum=2,31,0
150237/2009,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=CEBAQ8SiKhmSHWkJMPw7SQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,17,0
154260/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vo8/jgEFhaoKgHMDrihWxQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,58,0
155444/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MRdogJTnXmW9cPOOuqD3/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,78,0
157296/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pWdA_PLUS_Gm18l58fLK2Jlg7zg==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,5,0
158132/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PHvnHdAjy1NRssmLR/nNjg==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,78,0
158235/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2mqZ9srvU0mQyvzmns1RJg==&display=all&courtType=New York County Supreme Court&resultsPageNum=3,126,0
160198/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UR1lFcYaSY5j6QTv_PLUS_xvFBw==&display=all&courtType=New York County Supreme Court&resultsPageNum=4,28,0
2018-51427,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=zFxh8LcO1b/GYo02lgNOCQ==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=4,5,0
2020-50777,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=F96WOeT1ZatSAZBuKWQgCw==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=4,3,0
2020-52259,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=XSKvZ1yI8AYPq_PLUS_4HcdeMBQ==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=4,46,0
2021-08391,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wqKpkcqvjNCB51_PLUS_r61ry_PLUS_g==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=4,4,0
2021-54541,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MwZgNUUrYBlMIld2z91b2A==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=4,8,0
2024-06436,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=rViTHqlted20enjaNx8pHQ==&display=all&courtType=Appellate Division - 1st Dept&resultsPageNum=5,22,0
2025-01723,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y7_PLUS_3sCcKWlSutC2z2M/5fw==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=5,2,0
2025-50387,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fToZXa9lLlhT1LXgpsbFrg==&display=all&courtType=Dutchess County Supreme Court&resultsPageNum=5,5,0
21650/2013E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DKwnbBbq55sNp8gGL9GeiQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=5,55,0
262531/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS__PLUS_i2ShBtOf9KiPrm_PLUS_QuMnw==&display=all&courtType=New York County Supreme Court&resultsPageNum=6,1,0
263409/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HGaLdl9IPtanLSlYR88dpA==&display=all&courtType=New York County Supreme Court&resultsPageNum=7,1,0
265068/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7gECBw3LeWkyLuS1Oh5o9w==&display=all&courtType=New York County Supreme Court&resultsPageNum=7,1,0
266248/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yQ_PLUS_JtmZNrMlDi9vn7pvQ1g==&display=all&courtType=New York County Supreme Court&resultsPageNum=7,1,0
402151/2015,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ybZSRIQ6hel_PLUS_epz7Dha1lQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=7,2,0
451082/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=2b/zSYyMrDOPPV0XHyUYUw==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,2,0
451738/2008,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AAEM1FMd_PLUS_WoGvN5_PLUS_liRknw==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,2,0
503942/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NiwkSbZIUXiyBq1CuaaGTw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,38,0
508670/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/sUJOjqgNvDXbvHbKrZgBg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,41,0
511896/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1u2ahc9qzAg9rXUsCTEKZQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,10,0
512882/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NnNuk4txJ2o/9UE5EC_PLUS_vFA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,23,0
51289/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lhhHZAr1PJNpJ2fKgLgbNg==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=9,160,0
