case,case_id,docket_id,case_docket_page_link,case_found_by_crawl,case_scraped_rows,case_docs_on_gcs,document_id,document_name,document_status,filed_create,filed_received,document_link,document_confirmation_link,sql_query
case_36295,607659/2021,g7IiccJgLD0ziiS6PlA_PLUS_cg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=g7IiccJgLD0ziiS6PlA_PLUS_cg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,83,83,80,1191540,EXHIBIT(S),Processed,10/18/2023,10/18/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=tt_PLUS_mCnyHfydrK49DO4oOXw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=tt_PLUS_mCnyHfydrK49DO4oOXw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'g7IiccJgLD0ziiS6PlA_PLUS_cg==' ORDER BY id;"
case_36295,607659/2021,g7IiccJgLD0ziiS6PlA_PLUS_cg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=g7IiccJgLD0ziiS6PlA_PLUS_cg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,83,83,80,1191542,AFFIRMATION,Processed,11/03/2023,11/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=5dbJLBG0V4/a0YYhRPd74A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=5dbJLBG0V4/a0YYhRPd74A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'g7IiccJgLD0ziiS6PlA_PLUS_cg==' ORDER BY id;"
case_36295,607659/2021,g7IiccJgLD0ziiS6PlA_PLUS_cg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=g7IiccJgLD0ziiS6PlA_PLUS_cg==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,83,83,80,1191548,NOTICE OF ENTRY,Processed,02/29/2024,02/29/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=v2ekVZFTlBlb2xwgAo1IDg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=v2ekVZFTlBlb2xwgAo1IDg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'g7IiccJgLD0ziiS6PlA_PLUS_cg==' ORDER BY id;"
case_36296,608568/2024,TY4Hkr_PLUS_Ar9_PLUS_2N_PLUS_dzka2LGw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=TY4Hkr_PLUS_Ar9_PLUS_2N_PLUS_dzka2LGw==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,53,53,52,1191572,CERTIFICATE OF MERIT,Processed,04/05/2024,04/05/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=LmYU701DJyrJs40YHOtqQg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=LmYU701DJyrJs40YHOtqQg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'TY4Hkr_PLUS_Ar9_PLUS_2N_PLUS_dzka2LGw==' ORDER BY id;"
case_36297,609063/2023,eV2wYMPAjftwh6Yeor3DNw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eV2wYMPAjftwh6Yeor3DNw==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,52,52,51,1191651,ORDER TO SHOW CAUSE,Processed,04/04/2024,04/04/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pOOEsEOBdra27/cCxEepSg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pOOEsEOBdra27/cCxEepSg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'eV2wYMPAjftwh6Yeor3DNw==' ORDER BY id;"
case_38333,150808/2018,O0z/uH11yh1x4IV2p3R/fQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=O0z/uH11yh1x4IV2p3R/fQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,94,94,91,1195399,EXHIBIT(S),Processed,08/22/2018,08/22/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=Gm3fJa917DWHHpCeSpVLeA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=Gm3fJa917DWHHpCeSpVLeA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'O0z/uH11yh1x4IV2p3R/fQ==' ORDER BY id;"
case_38333,150808/2018,O0z/uH11yh1x4IV2p3R/fQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=O0z/uH11yh1x4IV2p3R/fQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,94,94,91,1195400,EXHIBIT(S),Processed,08/22/2018,08/22/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=myrxe1YLCZdX7NIkiPJodg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=myrxe1YLCZdX7NIkiPJodg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'O0z/uH11yh1x4IV2p3R/fQ==' ORDER BY id;"
case_38333,150808/2018,O0z/uH11yh1x4IV2p3R/fQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=O0z/uH11yh1x4IV2p3R/fQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=2,94,94,91,1195405,AFFIDAVIT OR AFFIRMATION IN SUPPORT,Processed,08/22/2018,08/22/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=Suh8lVJtzRaReI//8bWtRQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=Suh8lVJtzRaReI//8bWtRQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'O0z/uH11yh1x4IV2p3R/fQ==' ORDER BY id;"
case_38491,452877/2017,88ivqCf2kuFa5iD_PLUS_amnLlQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=88ivqCf2kuFa5iD_PLUS_amnLlQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,3765,3765,3761,1198706,EXHIBIT(S),Processed,02/24/2023,02/24/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=iGxDNUj8vjd9A6_PLUS_HLvY8rQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=iGxDNUj8vjd9A6_PLUS_HLvY8rQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '88ivqCf2kuFa5iD_PLUS_amnLlQ==' ORDER BY id;"
case_38491,452877/2017,88ivqCf2kuFa5iD_PLUS_amnLlQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=88ivqCf2kuFa5iD_PLUS_amnLlQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,3765,3765,3761,1199316,ORDER - EXPARTE,Processed,10/12/2023,10/12/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=cCyAHRoB1iQmy8QaLdtACQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=cCyAHRoB1iQmy8QaLdtACQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '88ivqCf2kuFa5iD_PLUS_amnLlQ==' ORDER BY id;"
case_38491,452877/2017,88ivqCf2kuFa5iD_PLUS_amnLlQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=88ivqCf2kuFa5iD_PLUS_amnLlQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,3765,3765,3761,1199522,EXHIBIT(S),Processed,11/27/2023,11/27/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=8tFP/4MxjvbRMvpuBNfUpQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=8tFP/4MxjvbRMvpuBNfUpQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '88ivqCf2kuFa5iD_PLUS_amnLlQ==' ORDER BY id;"
case_38491,452877/2017,88ivqCf2kuFa5iD_PLUS_amnLlQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=88ivqCf2kuFa5iD_PLUS_amnLlQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=8,3765,3765,3761,1199556,AFFIRMATION,Processed,12/11/2023,12/11/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=vjW3F1qTX9QreBILtRniZg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=vjW3F1qTX9QreBILtRniZg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '88ivqCf2kuFa5iD_PLUS_amnLlQ==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1201608,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,11/09/2011,11/09/2011,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=emQgDgEDd3o/Bo/WbL809g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=emQgDgEDd3o/Bo/WbL809g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1201612,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,11/15/2011,11/15/2011,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=W6FESVoEqj9QCF1skJJDFA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=W6FESVoEqj9QCF1skJJDFA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1201924,EXHIBIT(S),Processed,04/06/2015,04/06/2015,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ryocL7dGN2074DedIZpvQg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ryocL7dGN2074DedIZpvQg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202018,NOTICE OF HARD COPY EXHIBIT FILING,Processed,04/25/2016,04/25/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=wv_PLUS_Ji8amM4h80ljeM9CsNw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=wv_PLUS_Ji8amM4h80ljeM9CsNw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202019,LETTER / CORRESPONDENCE TO JUDGE,Processed,05/06/2016,05/06/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=sD5T4ONATPU2YYesAEv_PLUS_RA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=sD5T4ONATPU2YYesAEv_PLUS_RA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202023,LETTER / CORRESPONDENCE TO JUDGE,Processed,05/06/2016,05/06/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=NysTFzOX1viF8gdS7d8qUQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=NysTFzOX1viF8gdS7d8qUQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202128,EXHIBIT(S),Processed,09/13/2016,09/13/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=gCoRZbWH8SrUGbluJGERZw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=gCoRZbWH8SrUGbluJGERZw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202129,EXHIBIT(S),Processed,09/13/2016,09/13/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=NtJnQDA7ZIJKOJe2nAtJvA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=NtJnQDA7ZIJKOJe2nAtJvA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38493,500460/2011,MHc_PLUS_PqJDVMr3yEieB3l4/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MHc_PLUS_PqJDVMr3yEieB3l4/w==&display=all&courtType=Kings County Supreme Court&resultsPageNum=8,713,713,704,1202155,PROOF OF SERVICE,Processed,09/16/2016,09/16/2016,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=0Z5bMe9hPQw/K3hm9YWgOQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=0Z5bMe9hPQw/K3hm9YWgOQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MHc_PLUS_PqJDVMr3yEieB3l4/w==' ORDER BY id;"
case_38505,505923/2017,3Om52Y_PLUS_olTxkn13LuxO3dA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=3Om52Y_PLUS_olTxkn13LuxO3dA==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,19,19,18,1203075,ORDER - COMPLIANCE CONFERENCE,Processed,09/27/2018,09/27/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=K0DLkbquJAAy/Z6tMYftlQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=K0DLkbquJAAy/Z6tMYftlQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '3Om52Y_PLUS_olTxkn13LuxO3dA==' ORDER BY id;"
case_38516,519323/2017,MJcbOtNmbV0IW1Xyo08K2Q==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MJcbOtNmbV0IW1Xyo08K2Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,141,141,137,1203178,EXHIBIT(S),Processed,11/27/2019,11/27/2019,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=UzYHRhEhQdLOlzwUkkxUPQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=UzYHRhEhQdLOlzwUkkxUPQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MJcbOtNmbV0IW1Xyo08K2Q==' ORDER BY id;"
case_38516,519323/2017,MJcbOtNmbV0IW1Xyo08K2Q==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MJcbOtNmbV0IW1Xyo08K2Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,141,141,137,1203209,EXHIBIT(S),Processed,06/22/2020,06/22/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=q5U5hOGTYPcyEslRv22kTQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=q5U5hOGTYPcyEslRv22kTQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MJcbOtNmbV0IW1Xyo08K2Q==' ORDER BY id;"
case_38516,519323/2017,MJcbOtNmbV0IW1Xyo08K2Q==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MJcbOtNmbV0IW1Xyo08K2Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,141,141,137,1203216,EXHIBIT(S),Processed,06/22/2020,06/22/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=PlrzkRyapjf4ZlksYYyHng==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=PlrzkRyapjf4ZlksYYyHng==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MJcbOtNmbV0IW1Xyo08K2Q==' ORDER BY id;"
case_38516,519323/2017,MJcbOtNmbV0IW1Xyo08K2Q==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MJcbOtNmbV0IW1Xyo08K2Q==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,141,141,137,1203243,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,06/23/2020,06/23/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=CFAMP3WRJXsYRycYl/Hv1g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=CFAMP3WRJXsYRycYl/Hv1g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'MJcbOtNmbV0IW1Xyo08K2Q==' ORDER BY id;"
case_38517,519512/2016,cVF7nX6xaTjusofj1HszDQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cVF7nX6xaTjusofj1HszDQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=9,92,92,91,1203366,AFFIDAVIT OR AFFIRMATION IN REPLY,Processed,02/14/2018,02/14/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=DxPllCZHar/AghHtLUhf1Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=DxPllCZHar/AghHtLUhf1Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'cVF7nX6xaTjusofj1HszDQ==' ORDER BY id;"
case_39727,E2024-575,H9DyGQ_PLUS_6WAwSkviKMiKnfg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=H9DyGQ_PLUS_6WAwSkviKMiKnfg==&display=all&courtType=Sullivan County Supreme Court&resultsPageNum=32,28,28,27,1204351,STATEMENT OF AUTHORIZATION FOR ELECTRONIC FILING,Processed,04/10/2024,04/10/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ObX8Qy/AFwgbL5bzg1AvaQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ObX8Qy/AFwgbL5bzg1AvaQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'H9DyGQ_PLUS_6WAwSkviKMiKnfg==' ORDER BY id;"
